parameter_id,M-G-P_009_001_003
gene_accession_id,MGI:105072
parameter_name,Body weight
mouse_strain,C57BL
analysis_id,26poc5235rnku5z
pvalue,0.3578193
gene_symbol,Rab22a
mouse_life_stage,Early adult
