gene_symbol,Arpc2
pvalue,0.3453693
gene_accession_id,MGI:1923959
parameter_id,HMGULA_HWT_008_001
analysis_id,okcubv3h71909ri
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Heart weight
