gene_symbol,Tbl1xr1
pvalue,0.3556917
parameter_id,JAXLA_CBC_015_001
parameter_name,Total cholesterol
mouse_strain,C57BL
analysis_id,q49a61ucmlo3xgn
mouse_life_stage,Late adult
gene_accession_id,MGI:2441730
