gene_symbol,Ola1
gene_accession_id,MGI:1914309
mouse_strain,C57BL
analysis_id,cir89fyw2s5564z
mouse_life_stage,Early adult
pvalue,0.851459
parameter_id,IMPC_HEM_006_001
parameter_name,Mean corpuscular hemoglobin
