gene_symbol,Sass6
parameter_name,Resting NK cells - % of NK cells
analysis_id,2d5vo74agm785p9
mouse_strain,C57BL
gene_accession_id,MGI:1920026
mouse_life_stage,E12.5
parameter_id,MGP_MLN_033_001
pvalue,0.3100171
