gene_symbol,Mecom
pvalue,0.9746731
parameter_id,TCPLA_GRS_011_001
analysis_id,tn25pyvg0y4z746
mouse_strain,C57BL
gene_accession_id,MGI:95457
mouse_life_stage,E12.5
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
