gene_symbol,Bdh2
mouse_strain,C57BL
parameter_name,Distance travelled - total
parameter_id,JAX_OFD_020_001
pvalue,0.376955
gene_accession_id,MGI:1917022
analysis_id,q954i6927ngw489
mouse_life_stage,Early adult
