gene_symbol,Ahcy
parameter_name,Fat/Body weight
mouse_life_stage,E9.5
pvalue,0.2705143
analysis_id,yzkzs6n48iv8050
parameter_id,IMPC_DXA_009_001
mouse_strain,C57BL
gene_accession_id,MGI:87968
