parameter_id,MGP_IMM_027_001
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.8819407
gene_symbol,Ncaph
parameter_name,Resting CD4- NKT cells - % of CD4- NKT cells
analysis_id,6n676ig77138n2n
gene_accession_id,MGI:2444777
