parameter_id,MGP_PBI_011_001
parameter_name,KLRG1+ mature NK cell percentage
gene_accession_id,MGI:1919137
gene_symbol,Ppm1j
mouse_life_stage,Early adult
pvalue,0.9381679
analysis_id,2z074ykqkv43aar
mouse_strain,C57BL
