gene_symbol,Zfp683
pvalue,0.2752803
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:3650254
parameter_name,Body Weight
parameter_id,M-G-P_012_001_005
analysis_id,2s72522pu8g1bg0
