gene_symbol,Dmap1
parameter_id,IMPC_CSD_011_001
parameter_name,Coat - hair distribution - back
pvalue,0.1401155
gene_accession_id,MGI:1913483
mouse_strain,C57BL
analysis_id,dcp7989a3rxc3cs
mouse_life_stage,Early adult
