gene_symbol,Mapkap1
analysis_id,8y9ly18gp183v53
gene_accession_id,MGI:2444554
pvalue,0.7570062
mouse_strain,C57BL
parameter_name,Effector CD8+ T cells - % of CD45+
parameter_id,MGP_IMM_081_001
mouse_life_stage,Early adult
