mouse_life_stage,Middle aged adult
parameter_name,% Freezing duration pre-cue-2
gene_accession_id,MGI:1336200
mouse_strain,C57BL
pvalue,0.4453364
analysis_id,p7516b6i8r8uhu9
parameter_id,ICS_FEA_019_001
gene_symbol,Hpca
