gene_symbol,Dnaaf9
mouse_life_stage,Early adult
parameter_name,% Pre-pulse inhibition - PPI2
mouse_strain,C57BL
parameter_id,IMPC_ACS_034_001
pvalue,5.491807e-09
analysis_id,418o2i4l9vg9561
gene_accession_id,MGI:1923029
