gene_symbol,Fgb
mouse_strain,C57BL
analysis_id,9902hc5bh228r69
parameter_id,MGP_IMM_101_001
pvalue,0.2904295
gene_accession_id,MGI:99501
mouse_life_stage,E12.5
parameter_name,KLRG1+ NK cells - % of CD45+
