mouse_life_stage,Early adult
gene_symbol,Amigo1
analysis_id,27136mn4chlcb75
parameter_id,ICS_FEA_019_001
parameter_name,% Freezing duration pre-cue-2
pvalue,0.87027
gene_accession_id,MGI:2653612
mouse_strain,C57BL
