parameter_name,18kHz-evoked ABR Threshold
parameter_id,IMPC_ABR_008_001
mouse_strain,C57BL
gene_symbol,Tnfsf10
gene_accession_id,MGI:107414
pvalue,1.38381
analysis_id,c1um6xozn7018ss
mouse_life_stage,Early adult
