parameter_id,MGP_MLN_005_001
analysis_id,j84v9jkl61kqea7
parameter_name,Effector CD4+ T helper cells - % of CD4+ T helper cells
pvalue,0.1994953
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Tatdn3
gene_accession_id,MGI:1916222
