mouse_strain,C57BL
parameter_name,Body Weight
mouse_life_stage,Early adult
pvalue,0.3227913
parameter_id,M-G-P_012_001_005
analysis_id,2nz952146ocqn34
gene_symbol,Sfpq
gene_accession_id,MGI:1918764
