gene_symbol,Fgb
mouse_life_stage,Early adult
gene_accession_id,MGI:99501
analysis_id,07t1c018254831q
pvalue,0.1419785
parameter_name,Lens
mouse_strain,C57BL
parameter_id,IMPC_EYE_016_001
