gene_symbol,Hpca
mouse_strain,C57BL
gene_accession_id,MGI:1336200
pvalue,0.6481325
mouse_life_stage,Late adult
parameter_id,IMPC_CBC_053_001
parameter_name,Thyroxine
analysis_id,i280896d079o4q0
