mouse_strain,C57BL
parameter_id,JAX_ROT_002_001
parameter_name,Average duration
analysis_id,842wx5q7rj15ht0
gene_accession_id,MGI:1332236
gene_symbol,Cds2
pvalue,0.897173
mouse_life_stage,Early adult
