parameter_id,M-G-P_014_001_010
gene_accession_id,MGI:97838
mouse_strain,C57BL
gene_symbol,Eprs1
analysis_id,62ud8tm5gyb828s
pvalue,0.1868946
parameter_name,lens opacity
mouse_life_stage,Early adult
