parameter_id,MGP_IMM_129_001
mouse_life_stage,Early adult
gene_accession_id,MGI:2444777
mouse_strain,C57BL
gene_symbol,Ncaph
pvalue,0.07217438
analysis_id,cwo7odn0th483c9
parameter_name,CD11b-high cDC - % of CD45+
