gene_symbol,Ninl
mouse_life_stage,Early adult
mouse_strain,129SV
parameter_name,Ventral coat/hair presence
gene_accession_id,MGI:1925427
pvalue,0.9489118
parameter_id,MGP_CSD_025_001
analysis_id,j1b0ls7xdtstsd1
