gene_symbol,Arpc2
mouse_life_stage,Early adult
pvalue,0.4893085
gene_accession_id,MGI:1923959
mouse_strain,C58BL
analysis_id,y5r03442dvbp2hz
parameter_name,Pale yolk sac
parameter_id,IMPC_GEL_017_002
