mouse_strain,129SV
gene_accession_id,MGI:1920638
pvalue,0.1212238
parameter_name,CD8+ alpha beta T cell percentage
parameter_id,MGP_PBI_004_001
gene_symbol,Bpifa3
analysis_id,p7t4147mj68f181
mouse_life_stage,Early adult
