parameter_name,Periphery distance travelled
analysis_id,3i285wmh3orl3iv
pvalue,0.482707
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:2140475
mouse_strain,C57BL
gene_symbol,AU040320
parameter_id,ESLIM_007_001_006
