mouse_life_stage,Middle aged adult
gene_accession_id,MGI:109356
mouse_strain,C57BL
analysis_id,y1867x76i41l246
pvalue,0.1080326
parameter_name,Naive CD8+ T cells - % of CD8+
gene_symbol,Snap23
parameter_id,MGP_IMM_016_001
