parameter_id,MGP_IMM_066_001
parameter_name,CD11b-high cDC - % of cDC
gene_accession_id,MGI:1917604
analysis_id,b49evyjnr73c1ap
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Secisbp2l
pvalue,0.3201611
