gene_symbol,Atrn
mouse_life_stage,Early adult
analysis_id,j48086y971e644k
parameter_name,Percentage center time
gene_accession_id,MGI:1341628
mouse_strain,C57BL
parameter_id,IMPC_OFD_022_001
pvalue,0.5056857
