parameter_name,Distance travelled - total
parameter_id,HRWLLA_OFD_020_001
analysis_id,4457oofw4bb0blu
gene_symbol,Atrn
mouse_life_stage,Early adult
pvalue,0.2445428
gene_accession_id,MGI:1341628
mouse_strain,C57BL
