gene_symbol,Bach2
mouse_strain,C53BL
analysis_id,184x9tg64i207ui
gene_accession_id,MGI:894679
mouse_life_stage,Early adult
parameter_name,KLRG1+ Treg cells - % of CD45+
parameter_id,MGP_MLN_072_001
pvalue,0.6337415
