gene_symbol,Abo
mouse_life_stage,Early adult
parameter_name,Lens Opacity
parameter_id,UCDLA_EYE_017_001
analysis_id,b8i008e2n6nzs40
gene_accession_id,MGI:2135738
mouse_strain,C57BL
pvalue,0.6749384
