pvalue,0.5018968
analysis_id,i33m5tdq59931da
gene_accession_id,MGI:1924315
gene_symbol,Ints7
mouse_strain,C57BL
parameter_id,IMPC_ACS_034_001
parameter_name,% Pre-pulse inhibition - PPI2
mouse_life_stage,Early adult
