gene_symbol,Frmpd1
mouse_life_stage,Late adult
parameter_id,MGP_PBI_001_001
pvalue,0.7174295
mouse_strain,C57BL
gene_accession_id,MGI:2446274
parameter_name,Total T cell percentage
analysis_id,6zox32tw9002g43
