parameter_id,IMPC_ACS_033_001
mouse_life_stage,Early adult
gene_symbol,Zcchc2
gene_accession_id,MGI:2444114
analysis_id,prk3j3e45789tq2
parameter_name,% Pre-pulse inhibition - PPI1
pvalue,0.7487315
mouse_strain,C57BL
