parameter_id,HRWLLA_OFD_017_001
gene_accession_id,MGI:2385156
mouse_strain,C57BL
gene_symbol,Sdcbp2
analysis_id,56f26y5g15503gy
parameter_name,Center average speed
pvalue,0.656984
mouse_life_stage,Early adult
