parameter_name,Lean/Body weight
mouse_life_stage,Early adult
gene_symbol,Frmpd1
mouse_strain,C57BL
pvalue,0.7305364
gene_accession_id,MGI:2446274
analysis_id,i1j17s341y113o0
parameter_id,ESLIM_005_001_702
