gene_symbol,Tnfsf8
gene_accession_id,MGI:88328
parameter_name,Haemoglobin
analysis_id,0ozoz0v7ui15f20
mouse_life_stage,Early adult
parameter_id,ESLIM_016_001_003
mouse_strain,C57BL
pvalue,0.2374188
