parameter_id,MGP_IMM_013_001
pvalue,0.6210312
gene_symbol,Dnaaf9
gene_accession_id,MGI:1923029
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Total CD8+ T cells - % of ab T cells
analysis_id,27c22r343623oo3
