mouse_strain,C57BL
parameter_id,MGP_MLN_065_001
gene_symbol,Bcs1l
analysis_id,8328c70jz741sd7
gene_accession_id,MGI:1914071
mouse_life_stage,E12.5
parameter_name,CD4+ T helper cells - % of CD45+
pvalue,0.2377487
