parameter_id,MGP_BMI_014_001
mouse_life_stage,E18.5
pvalue,0.7458344
parameter_name,Mature B cells (Hardy fraction F) - % of CD45+
gene_accession_id,MGI:1914309
analysis_id,n824n2og4shj8h7
gene_symbol,Ola1
mouse_strain,C57BL
