gene_symbol,Lpgat1
gene_accession_id,MGI:2446186
mouse_life_stage,Late adult
analysis_id,631e63nsf217kh4
parameter_id,ESLIM_011_001_009
pvalue,0.3352341
mouse_strain,C57BL
parameter_name,PP3 + pulse startle magnitude
