gene_symbol,Snap23
analysis_id,hr951fe8q4270m6
mouse_strain,C57BL
gene_accession_id,MGI:109356
parameter_name,Neutrophil cell count
parameter_id,IMPC_HEM_030_001
mouse_life_stage,Middle aged adult
pvalue,0.9516874
