gene_symbol,Ubxn4
mouse_strain,C57BL
gene_accession_id,MGI:1915062
parameter_id,IMPC_HEM_006_001
pvalue,0.1354645
mouse_life_stage,Late adult
analysis_id,h7671s76wom7r85
parameter_name,Mean corpuscular hemoglobin
