mouse_strain,129SV
gene_accession_id,MGI:1915889
parameter_name,Body Weight
gene_symbol,Smyd2
pvalue,0.9251679
analysis_id,1s75033z29y8065
mouse_life_stage,Early adult
parameter_id,M-G-P_020_001_001
