parameter_id,IMPC_CSD_007_001
gene_symbol,Slc30a4
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.3026446
analysis_id,z199277f91095xe
parameter_name,Coat - color - abdomen
gene_accession_id,MGI:1345282
