gene_symbol,Mapkap1
gene_accession_id,MGI:2444554
mouse_strain,C57BL
parameter_id,IMPC_HEM_039_001
parameter_name,Large Unstained Cell (LUC) count
analysis_id,01idlow59ame15q
mouse_life_stage,Early adult
pvalue,0.6455758
