gene_symbol,Bcs1l
parameter_id,IMPC_CBC_014_001
parameter_name,Alkaline phosphatase
pvalue,0.1660645
analysis_id,7jm8lnd19dora8u
mouse_strain,C57BL
gene_accession_id,MGI:1914071
mouse_life_stage,E9.5
