parameter_id,MGP_IMM_125_001
gene_accession_id,MGI:2385156
gene_symbol,Sdcbp2
parameter_name,Eosinophils - % of CD45+
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.2600827
analysis_id,l2017392y2ki580
