gene_symbol,Mapkap1
analysis_id,s067q16mdu3k95u
parameter_id,IMPC_XRY_002_001
mouse_life_stage,E12.5
gene_accession_id,MGI:2444554
pvalue,0.4882293
mouse_strain,C57BL
parameter_name,Zygomatic bone
