parameter_id,IMPC_EYE_026_001
gene_symbol,TUBB4B
pvalue,0.6324453
gene_accession_id,MGI:1915472
analysis_id,g89z30eqjzi7j42
parameter_name,Retinal Blood Vessels Pattern
mouse_strain,C57BL
mouse_life_stage,Early adult
