parameter_id,IMPC_EYE_026_001
parameter_name,Retinal Blood Vessels Pattern
gene_accession_id,MGI:1914050
analysis_id,708abec51vuxx12
gene_symbol,Trp53rkb
mouse_strain,C57BL
pvalue,0.8193467
mouse_life_stage,Early adult
