parameter_name,Retina (combined)
parameter_id,JAXLA_EYE_092_001
pvalue,0.2206414
analysis_id,gr4q14jp2928476
gene_accession_id,MGI:1929866
gene_symbol,Rgs20
mouse_strain,C57BL
mouse_life_stage,Early adult
