gene_symbol,Secisbp2l
gene_accession_id,MGI:1917604
mouse_strain,C57BL
analysis_id,chq684zj17113b3
parameter_name,Total CD4+ T cells - % of CD45+
parameter_id,MGP_MLN_064_001
pvalue,0.3742712
mouse_life_stage,Middle aged adult
