mouse_life_stage,E18.5
parameter_id,IMPC_OFD_021_001
gene_symbol,Lpgat1
gene_accession_id,MGI:2446186
mouse_strain,C57BL
parameter_name,Number of rears - total
pvalue,0.8316059
analysis_id,4oj13vwkx8x1xc9
