parameter_id,IMPC_CBC_003_001
pvalue,0.6492196
gene_accession_id,MGI:1917226
parameter_name,Chloride
mouse_strain,C53BL
analysis_id,x9zg37hfpc7xe37
mouse_life_stage,Early adult
gene_symbol,Galk2
