parameter_id,IMPC_HEM_006_001
mouse_strain,C57BL
pvalue,0.4420177
gene_accession_id,MGI:99501
analysis_id,c19vy6255ast75l
mouse_life_stage,Early adult
parameter_name,Mean corpuscular hemoglobin
gene_symbol,Fgb
