gene_symbol,Hspa5
mouse_strain,C57BL
mouse_life_stage,E9.5
pvalue,0.456091
analysis_id,g918v0394d68t0n
parameter_id,IMPC_HEM_006_001
parameter_name,Mean corpuscular hemoglobin
gene_accession_id,MGI:95835
