gene_symbol,Secisbp2l
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:1917604
mouse_strain,C57BL
parameter_name,Zygomatic bone
parameter_id,IMPC_XRY_002_001
analysis_id,67e89539zu6s9t1
pvalue,0.9907054
