parameter_name,Periphery distance travelled
gene_accession_id,MGI:1346088
gene_symbol,Cd52
analysis_id,66f78065c6j4c6j
mouse_strain,C57BL
pvalue,0.2795725
mouse_life_stage,Early adult
parameter_id,HRWLLA_OFD_010_001
