pvalue,0.4546299
gene_accession_id,MGI:1914583
parameter_id,MGP_IMM_101_001
analysis_id,14i6rx49x4us749
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Stk35
parameter_name,KLRG1+ NK cells - % of CD45+
